id,emergence_weight,Size.PC1,Shape.PC1,wing.loading,thorax,abdomen,dry.mass
501.3B,0.5364,-0.004681292,-1.486169733,0.064181873,0.0708,0.0579,0.1287
503.2B,0.593,0.52319614,1.423165222,0.067891694,0.0769,0.0966,0.1735
506.1B,0.4684,-1.836349816,-1.448812564,0.06244917,0.0563,0.0557,0.112
509.1B,0.5991,0.670676539,-1.866547586,0.067802173,NA,NA,NA
519.1B,0.4718,-1.157343874,0.039307052,0.060881347,0.0556,0.0522,0.1078
519.2B,0.5442,-0.946191058,-0.540720666,0.069720069,0.0638,0.0619,0.1257
522.1BG,0.6061,2.103089008,-1.331591495,0.062893016,0.0808,0.0816,0.1624
522.2BE,0.6015,2.083237556,-0.154540738,0.0622832,0.0803,0.0802,0.1605
522.2BG,0.6701,1.955642279,0.63940468,0.070693111,0.0923,0.0912,0.1835
522.3BG,0.5962,1.334202154,-0.92555156,0.064797305,0.0804,0.0783,0.1587
523.1B,0.4593,-0.734288397,-0.257048487,0.057780853,0.0663,0.0602,0.1265
523.2B,0.433,-2.225451577,0.035704777,0.06052558,0.0571,0.0525,0.1096
523.4B,0.4231,-1.673035621,-1.462011253,0.056914178,0.0574,0.0563,0.1137
527.1B,0.4668,-2.347094218,-0.882487804,0.066714306,0.0528,0.0515,0.1043
527.2B,0.3552,-5.555278129,-1.089282017,0.06493008,0.0345,0.0358,0.0703
533.1B,0.516,0.832755371,-0.225053249,0.058046009,0.075,0.071,0.146
533.2B,0.4847,0.814977781,-0.672757377,0.054583333,0.0756,0.071,0.1466
536.1B,0.6533,0.366539194,-0.118382237,0.076177705,0.0748,0.0747,0.1495
536.2B,0.7716,0.349387319,-0.574598095,0.090245614,0.0763,0.0906,0.1669
536.3B,0.6265,0.362765339,-0.586959649,0.073459577,NA,NA,NA
540.1B,0.6893,3.851202921,0.991709613,0.064465747,0.0931,0.0927,0.1858
542.1BA,0.623,1.683631946,-0.894355012,0.065988772,0.0821,0.075,0.1571
542.1BEC,0.5032,-0.252899547,-0.557891663,0.060480769,0.0645,0.0657,0.1302
542.2BA,0.5105,-0.461196274,-0.347658691,0.062343531,0.0666,0.0587,0.1253
542.2BG,0.4076,-2.519237702,-0.116350948,0.057873065,0.0482,0.0475,0.0957
549.1B,0.598,0.770210242,-1.108576725,0.068159799,0.0781,0.0735,0.1516
549.2B,0.678,1.540119598,0.535252133,0.073277493,0.0915,0.0918,0.1833
549.3B,0.5925,0.567530357,-0.166443207,0.067660158,0.0732,0.0721,0.1453
551.1B,0.5158,0.629491506,-1.245565769,0.058760538,0.0709,0.0841,0.155
555.1B,0.5031,0.673436737,-1.443413067,0.057323534,0.068,0.0623,0.1303
555.2B,0.6061,0.969480508,0.445246172,0.06756591,0.0779,0.0756,0.1535
556.1B,0.6039,0.42470773,-1.43718284,0.069952508,0.0705,0.0831,0.1536
563.1B,0.4509,-1.795149041,-1.116019064,0.060507246,0.0587,0.0629,0.1216
563.2B,0.4755,-0.869036608,-0.146381874,0.059785,0.06,0.0657,0.1257
563.3B,0.5726,0.031915004,-0.452877825,0.067242088,0.0707,0.0774,0.1481
565.1B,0.584,1.137529982,0.395870293,0.063409338,NA,NA,NA
565.2B,0.6187,2.136159296,-0.076661727,0.064293879,0.0769,0.0845,0.1614
567.1B,0.6363,0.271518191,2.201516237,0.074560581,0.0735,0.0682,0.1417
567.2B,0.5824,-1.238273722,0.186674794,0.074796121,0.0655,0.0568,0.1223
577.4BE,0.4899,-0.449267976,-0.183029239,0.059231048,0.0618,0.0718,0.1336
602.1B,0.7674,3.02217555,-0.666005253,0.075309127,NA,NA,NA
602.2B,0.7959,2.671162741,1.284351373,0.080268267,NA,NA,NA
602.3B,0.6272,1.199442427,0.184469125,0.069101526,NA,NA,NA
602.4B,0.8466,3.243912693,0.274592903,0.082170242,0.0997,0.1048,0.2045
604.1B,0.6838,1.298387588,0.132712113,0.07569602,NA,NA,NA
604.2B,0.5018,-1.938625352,1.182197739,0.068514473,0.0537,0.0631,0.1168
605.1B,0.555,-1.022382674,1.044836194,0.071483771,0.0721,0.08,0.1521
605.2B,0.7165,0.038368514,1.522890587,0.085110174,0.08,0.0959,0.1759
617.2B,0.6305,1.478622575,-0.207396017,0.067978437,NA,NA,NA
618.1B,0.6404,1.237800984,1.496182442,0.070119347,NA,NA,NA
618.2B,0.4404,-2.521327522,-0.246347413,0.062463655,0.0502,0.0572,0.1074
618.3B,0.4918,-1.103306077,1.487831106,0.063319171,0.063,0.063,0.126
623.2BA11,0.3078,-5.723437214,-1.515052999,0.057516584,NA,NA,NA
626.2B,0.3658,-3.183963142,-1.479245022,0.054576651,0.0492,0.0509,0.1001
628.1B,0.551,-0.569415548,0.670584898,0.067878041,0.074,0.0787,0.1527
628.2B,0.6066,0.782510096,0.333526169,0.068978849,0.082,0.0861,0.1681
631.1BP,0.7541,3.51094948,-0.992235028,0.071638246,NA,NA,NA
631.1BS,0.7254,0.855059324,0.886170782,0.082277548,NA,NA,NA
631.2BP,0.8682,3.810440854,-0.226924144,0.081322593,NA,NA,NA
631.2BS,0.7627,2.302230633,0.2687175,0.079258028,0.0958,0.1014,0.1972
631.3BP,0.7832,2.074448351,0.142135191,0.08079641,0.0888,0.1186,0.2074
635.1B,0.6899,1.91451487,-0.144430233,0.072384849,0.0885,0.1028,0.1913
635.2B,0.6753,1.781169961,0.307491121,0.071283053,0.0901,0.0972,0.1873
635.3B,0.4214,-1.241406277,-0.995909294,0.054898385,NA,NA,NA
647.1CX3,0.6972,1.225511545,1.264681986,0.07618007,NA,NA,NA
647.1H19,0.6695,0.671816777,0.948798011,0.07611847,0.089,0.1058,0.1948
647.2CX3,0.73,1.086712014,0.40174601,0.080290365,0.0894,0.0964,0.1858
647.2H19,0.6926,1.388369654,0.154931605,0.074831181,NA,NA,NA
647.3CX3,0.6826,1.417963308,1.589584156,0.073814544,0.0857,0.0977,0.1834
647.4CX3,0.473,-1.456620191,-1.040581344,0.06153646,0.0544,0.066,0.1204
648.1B,0.5251,0.697477605,1.276757446,0.059656896,0.0623,0.0649,0.1272
648.2B,0.5444,0.648506172,-0.385635154,0.061979849,0.0712,0.074,0.1452
648.3B,0.4505,-1.193346307,-0.40190943,0.058377608,0.0593,0.0609,0.1202
649.1B,0.4282,-3.142050148,-2.417143023,0.064371618,0.0566,0.0541,0.1107
652.1B,0.7147,0.87700044,-0.0629586,0.081666,NA,NA,NA
653.2B,0.5554,0.63067586,0.564067929,0.064056283,0.069,0.0763,0.1453
719.1B,0.5751,1.104298288,-0.227447286,0.06421752,0.0757,0.079,0.1547
725.2B,0.3702,-4.312402318,0.422532383,0.061332008,0.0412,0.0455,0.0867
725.3B,0.788,2.473797389,1.067992618,0.080613811,NA,NA,NA
730.1B,0.4894,-1.926527436,-1.057131367,0.066643971,0.058,0.0699,0.1279
730.2B,0.5006,-0.068855751,0.468873751,0.060215312,0.0694,0.073,0.1424
763.1.1,0.5919,0.599669426,-0.763151212,0.067808455,0.0756,0.0547,0.1303
763.1.1B,0.5643,0.600443774,-0.308184773,0.064672512,0.0707,0.0787,0.1494
769.1B,0.5665,-0.059836672,0.226474501,0.067073171,0.0683,0.0674,0.1357
769.2B,0.4308,-1.702021181,-0.550411439,0.057086066,0.0511,0.0484,0.0995
769.3B,0.5685,0.241734246,0.486775389,0.066390284,0.0695,0.0828,0.1523
800.1B,0.7061,1.668054608,0.509802718,0.074632703,0.0888,0.0815,0.1703
800.2B,0.607,0.075253343,-0.202338355,0.071902393,0.0661,0.067,0.1331
801.1A,0.6105,1.431569323,1.04200642,0.066236302,0.0749,0.0824,0.1573
801.2A,0.6466,0.893626178,1.658764745,0.071712971,0.0709,0.0975,0.1684
803.1B,0.6293,0.930481898,1.47508183,0.069313801,NA,NA,NA
803.1E,0.5634,1.859751966,0.201727749,0.059389659,0.0719,0.0823,0.1542
803.2B,0.5208,-0.155964409,1.188741431,0.062547289,0.0633,0.0597,0.123
803.2E,0.6232,1.691128659,1.983465516,0.065766146,0.0767,0.0758,0.1525
803.3B,0.4274,-1.996105318,0.301875982,0.058019412,0.0524,0.0545,0.1069
807.1AU,0.5235,-0.555136772,0.679504678,0.065580958,0.0637,0.0821,0.1458
807.1CA,0.6529,2.742961713,-0.363880859,0.064499877,0.0805,0.0996,0.1801
807.1E,0.6697,3.449089207,-0.923870276,0.064292229,0.0856,0.0792,0.1648
807.2AU,0.564,0.253896677,1.095279374,0.066892012,0.073,0.0794,0.1524
807.2E,0.6987,3.202791527,-0.293907024,0.067759298,0.0807,0.093,0.1737
808.1BCX3,0.6608,1.706385083,-0.122405377,0.070040808,0.0854,0.0786,0.164
808.2BCX3,0.6188,1.878581123,2.010598183,0.065616881,0.0839,0.0728,0.1567
809.1A,0.6414,1.145027471,0.097329653,0.069430613,0.081,0.0828,0.1638
817.1B,0.5339,0.315327956,-0.838614335,0.062956194,0.0695,0.076,0.1455
823.1B,0.8376,0.735114429,1.241496152,0.094101786,0.0868,0.1176,0.2044
824.1B,0.5959,1.802079577,-0.209083859,0.062808959,0.0763,0.0891,0.1654
901.1B,0.7666,1.733311062,-2.587890305,0.079696434,NA,NA,NA
901.3B,0.6723,1.999277305,-0.412202849,0.070420027,0.079,0.0801,0.1591
904.3B,0.6446,0.915728369,1.80564544,0.0723863,NA,NA,NA
909.1B,0.5936,0.113621893,0.349448714,0.069864062,0.0715,0.075,0.1465
909.2B,0.5157,-0.621328498,1.286699904,0.063623466,0.0628,0.0764,0.1392
909.3B,0.4611,-1.048897726,-0.359684963,0.059141923,0.0612,0.0598,0.121
925.1B,0.28,-6.311299195,1.231289054,0.054533061,0.0573,0.0606,0.1179
925.2B,0.5029,-1.157296085,-1.053699704,0.064461962,NA,NA,NA
928.1B,0.4805,-0.643180401,-1.081251133,0.05978599,0.0587,0.0625,0.1212
928.2B,0.4691,-2.095748826,-0.392100811,0.064712374,0.0572,0.0496,0.1068
933.2B,0.4746,0.564436827,-0.881102087,0.054658528,0.0712,0.0706,0.1418
938.1B,0.6469,0.687636226,0.232546875,0.072890141,NA,NA,NA
938.3B,0.6862,0.805628182,1.361937774,0.076958448,NA,NA,NA
938.4B,0.7401,1.765734236,0.737151088,0.078218136,0.0887,0.0969,0.1856
938.5B,0.6809,1.302299969,0.678557705,0.073806298,0.0779,0.0758,0.1537
939.1B,0.659,0.193286253,0.776661562,0.076869241,0.0937,0.0797,0.1734
939.2B,0.7048,0.147942985,0.419902789,0.082961568,NA,NA,NA
939.3B,0.4578,-0.596391798,0.120722321,0.057293035,NA,NA,NA
944.1B,0.561,1.063069552,-0.432263267,0.061614498,0.0716,0.078,0.1496
944.2B,0.465,0.744423444,0.035022824,0.052007605,0.0715,0.0597,0.1312
