File Path	chrom://thermoelectronn/ChromeleonLocal/Visitors/Micah/2019 experiment/2019_1_31_samples.seq/75953.smp/UV_VIS_1.channel/UV_VIS_1.chm
Channel	UV_VIS_1

Injection Information:
Data Vault	ChromeleonLocal
Injection	749.1
Injection Number	366
Position	BF12
Comment	
Processing Method	Micah Cardenolides
Instrument Method	Cardenolide_test_equilibrate_charles
Type	Unknown
Status	Finished
Injection Date	6/13/2019
Injection Time	5:32:25 AM
Injection Volume (µl)	2.000
Dilution Factor	1.0000
Weight	1.0000

Chromatogram Data Information:
Time Min. (min)	0.000000
Time Max. (min)	25.003333
Data Points	7502
Detector	UV
Generating Data System	Chromeleon 7.2.4.8525
Exporting Data System	Chromeleon 7.2.4.0
Operator	Instrument Controller
Signal Quantity	Absorbance
Signal Unit	mAU
Signal Min.	-0.016358
Signal Max.	969.815035
Channel	UV_VIS_1
Driver Name	DAD3000.dll
Channel Type	Evaluation
Min. Step (s)	0.2
Max. Step (s)	0.2
Average Step (s)	0.2

Signal Parameter Information:
Signal Info	WVL:220 nm

Chromatogram Data:
Time (min)	Step (s)	Value (mAU)
1.343333	0.2	6.123951
1.346667	0.2	6.066171
1.350000	0.2	6.014281
1.353333	0.2	5.969213
1.356667	0.2	5.931344
1.360000	0.2	5.900353
1.363333	0.2	5.875777
1.366667	0.2	5.857663
1.370000	0.2	5.846714
1.373333	0.2	5.843550
1.376667	0.2	5.847820
1.380000	0.2	5.858256
1.383333	0.2	5.873406
1.386667	0.2	5.892000
1.390000	0.2	5.912819
1.393333	0.2	5.934565
1.396667	0.2	5.956032
1.400000	0.2	5.976108
1.403333	0.2	5.993463
1.406667	0.2	6.006698
1.410000	0.2	6.014811
1.413333	0.2	6.017199
1.416667	0.2	6.013545
1.420000	0.2	6.003767
1.423333	0.2	5.987750
1.426667	0.2	5.965263
1.430000	0.2	5.936422
1.433333	0.2	5.901997
1.436667	0.2	5.863028
1.440000	0.2	5.820284
1.443333	0.2	5.774307
1.446667	0.2	5.726083
1.450000	0.2	5.677190
1.453333	0.2	5.629030
1.456667	0.2	5.582706
1.460000	0.2	5.539566
1.463333	0.2	5.500833
1.466667	0.2	5.466658
1.470000	0.2	5.436173
1.473333	0.2	5.408833
1.476667	0.2	5.385256
1.480000	0.2	5.366430
1.483333	0.2	5.352808
1.486667	0.2	5.344255
1.490000	0.2	5.340408
1.493333	0.2	5.341046
1.496667	0.2	5.345915
1.500000	0.2	5.354259
1.503333	0.2	5.364908
1.506667	0.2	5.376647
1.510000	0.2	5.388449
1.513333	0.2	5.399488
1.516667	0.2	5.408948
1.520000	0.2	5.415812
1.523333	0.2	5.418869
1.526667	0.2	5.416909
1.530000	0.2	5.408916
1.533333	0.2	5.394287
1.536667	0.2	5.373268
1.540000	0.2	5.346912
1.543333	0.2	5.316027
1.546667	0.2	5.280532
1.550000	0.2	5.240189
1.553333	0.2	5.195211
1.556667	0.2	5.146090
1.560000	0.2	5.093616
1.563333	0.2	5.038842
1.566667	0.2	4.982593
1.570000	0.2	4.925379
1.573333	0.2	4.867834
1.576667	0.2	4.810540
1.580000	0.2	4.753302
1.583333	0.2	4.695447
1.586667	0.2	4.637120
1.590000	0.2	4.579854
1.593333	0.2	4.525715
1.596667	0.2	4.475955
1.600000	0.2	4.430440
1.603333	0.2	4.388694
1.606667	0.2	4.351302
1.610000	0.2	4.319581
1.613333	0.2	4.294301
1.616667	0.2	4.275512
1.620000	0.2	4.263291
1.623333	0.2	4.258185
1.626667	0.2	4.261016
1.630000	0.2	4.272460
1.633333	0.2	4.293051
1.636667	0.2	4.323880
1.640000	0.2	4.367002
1.643333	0.2	4.424870
1.646667	0.2	4.499705
1.650000	0.2	4.593568
1.653333	0.2	4.708717
1.656667	0.2	4.847644
1.660000	0.2	5.012482
1.663333	0.2	5.204436
1.666667	0.2	5.424167
1.670000	0.2	5.672574
1.673333	0.2	5.950372
1.676667	0.2	6.257076
1.680000	0.2	6.591141
1.683333	0.2	6.950627
1.686667	0.2	7.333101
1.690000	0.2	7.735553
1.693333	0.2	8.154615
1.696667	0.2	8.586101
1.700000	0.2	9.024499
1.703333	0.2	9.463424
1.706667	0.2	9.895988
1.710000	0.2	10.314561
1.713333	0.2	10.710793
1.716667	0.2	11.076382
1.720000	0.2	11.403954
1.723333	0.2	11.686980
1.726667	0.2	11.919234
1.730000	0.2	12.095039
1.733333	0.2	12.210031
1.736667	0.2	12.261686
1.740000	0.2	12.249356
1.743333	0.2	12.173991
1.746667	0.2	12.038148
1.750000	0.2	11.846392
1.753333	0.2	11.605282
1.756667	0.2	11.322390
1.760000	0.2	11.005380
1.763333	0.2	10.662328
1.766667	0.2	10.302518
1.770000	0.2	9.936734
1.773333	0.2	9.577080
1.776667	0.2	9.236727
1.780000	0.2	8.929566
1.783333	0.2	8.669672
1.786667	0.2	8.470825
1.790000	0.2	8.346343
1.793333	0.2	8.309196
1.796667	0.2	8.372366
1.800000	0.2	8.549187
1.803333	0.2	8.852727
1.806667	0.2	9.293879
1.810000	0.2	9.879812
1.813333	0.2	10.614067
1.816667	0.2	11.496575
1.820000	0.2	12.522332
1.823333	0.2	13.680955
1.826667	0.2	14.958298
1.830000	0.2	16.337631
1.833333	0.2	17.798849
1.836667	0.2	19.317635
