File Path	chrom://thermoelectronn/ChromeleonLocal/Visitors/Micah/2019 experiment/2019_1_31_samples.seq/28883.smp/UV_VIS_1.channel/UV_VIS_1.chm
Channel	UV_VIS_1

Injection Information:
Data Vault	ChromeleonLocal
Injection	547.1
Injection Number	418
Position	BC2
Comment	
Processing Method	Micah Cardenolides
Instrument Method	Cardenolide_test_equilibrate_charles
Type	Unknown
Status	Finished
Injection Date	6/18/2019
Injection Time	4:32:18 AM
Injection Volume (µl)	2.000
Dilution Factor	1.0000
Weight	1.0000

Chromatogram Data Information:
Time Min. (min)	0.000000
Time Max. (min)	25.003333
Data Points	7502
Detector	UV
Generating Data System	Chromeleon 7.2.4.8525
Exporting Data System	Chromeleon 7.2.4.0
Operator	Instrument Controller
Signal Quantity	Absorbance
Signal Unit	mAU
Signal Min.	-0.008709
Signal Max.	591.245586
Channel	UV_VIS_1
Driver Name	DAD3000.dll
Channel Type	Evaluation
Min. Step (s)	0.2
Max. Step (s)	0.2
Average Step (s)	0.2

Signal Parameter Information:
Signal Info	WVL:220 nm

Chromatogram Data:
Time (min)	Step (s)	Value (mAU)
1.486667	0.2	4.269133
1.490000	0.2	4.266362
1.493333	0.2	4.265697
1.496667	0.2	4.267302
1.500000	0.2	4.271595
1.503333	0.2	4.278783
1.506667	0.2	4.288074
1.510000	0.2	4.297931
1.513333	0.2	4.307303
1.516667	0.2	4.316109
1.520000	0.2	4.324607
1.523333	0.2	4.332636
1.526667	0.2	4.339582
1.530000	0.2	4.345050
1.533333	0.2	4.349053
1.536667	0.2	4.351462
1.540000	0.2	4.351685
1.543333	0.2	4.348912
1.546667	0.2	4.342694
1.550000	0.2	4.333257
1.553333	0.2	4.320997
1.556667	0.2	4.305939
1.560000	0.2	4.288073
1.563333	0.2	4.267867
1.566667	0.2	4.246018
1.570000	0.2	4.223001
1.573333	0.2	4.199147
1.576667	0.2	4.174746
1.580000	0.2	4.149888
1.583333	0.2	4.124515
1.586667	0.2	4.098680
1.590000	0.2	4.072563
1.593333	0.2	4.046579
1.596667	0.2	4.021582
1.600000	0.2	3.998486
1.603333	0.2	3.977654
1.606667	0.2	3.958988
1.610000	0.2	3.942363
1.613333	0.2	3.927722
1.616667	0.2	3.914852
1.620000	0.2	3.903426
1.623333	0.2	3.893322
1.626667	0.2	3.884655
1.630000	0.2	3.877436
1.633333	0.2	3.871179
1.636667	0.2	3.865106
1.640000	0.2	3.858675
1.643333	0.2	3.851624
1.646667	0.2	3.843881
1.650000	0.2	3.835616
1.653333	0.2	3.827218
1.656667	0.2	3.819184
1.660000	0.2	3.811755
1.663333	0.2	3.804907
1.666667	0.2	3.799240
1.670000	0.2	3.796592
1.673333	0.2	3.799472
1.676667	0.2	3.810431
1.680000	0.2	3.832212
1.683333	0.2	3.867897
1.686667	0.2	3.920363
1.690000	0.2	3.991804
1.693333	0.2	4.083728
1.696667	0.2	4.196735
1.700000	0.2	4.330079
1.703333	0.2	4.481802
1.706667	0.2	4.649095
1.710000	0.2	4.828143
1.713333	0.2	5.014172
1.716667	0.2	5.202164
1.720000	0.2	5.387044
1.723333	0.2	5.563208
1.726667	0.2	5.724784
1.730000	0.2	5.866647
1.733333	0.2	5.985179
1.736667	0.2	6.078471
1.740000	0.2	6.145912
1.743333	0.2	6.187198
1.746667	0.2	6.201589
1.750000	0.2	6.188211
1.753333	0.2	6.146947
1.756667	0.2	6.079014
1.760000	0.2	5.986991
1.763333	0.2	5.874260
1.766667	0.2	5.744398
1.770000	0.2	5.601364
1.773333	0.2	5.449494
1.776667	0.2	5.292779
1.780000	0.2	5.134386
1.783333	0.2	4.976723
1.786667	0.2	4.821801
1.790000	0.2	4.671507
1.793333	0.2	4.527361
1.796667	0.2	4.390195
1.800000	0.2	4.260217
1.803333	0.2	4.137280
1.806667	0.2	4.021460
1.810000	0.2	3.913413
1.813333	0.2	3.813882
1.816667	0.2	3.723238
1.820000	0.2	3.641442
1.823333	0.2	3.567949
1.826667	0.2	3.501946
