File Path	chrom://thermoelectronn/ChromeleonLocal/Visitors/Micah/2019 experiment/2019_1_31_samples.seq/306.smp/UV_VIS_1.channel/UV_VIS_1.chm
Channel	UV_VIS_1

Injection Information:
Data Vault	ChromeleonLocal
Injection	925
Injection Number	181
Position	BG6
Comment	
Processing Method	Micah Cardenolides
Instrument Method	Cardenolide_test_equilibrate_charles
Type	Unknown
Status	Finished
Injection Date	2/7/2019
Injection Time	5:10:03 AM
Injection Volume (µl)	2.000
Dilution Factor	1.0000
Weight	1.0000

Chromatogram Data Information:
Time Min. (min)	0.000000
Time Max. (min)	25.003333
Data Points	7502
Detector	UV
Generating Data System	Chromeleon 7.2.4.8525
Exporting Data System	Chromeleon 7.2.4.0
Operator	Instrument Controller
Signal Quantity	Absorbance
Signal Unit	mAU
Signal Min.	-0.005756
Signal Max.	1,062.150784
Channel	UV_VIS_1
Driver Name	DAD3000.dll
Channel Type	Evaluation
Min. Step (s)	0.2
Max. Step (s)	0.2
Average Step (s)	0.2

Signal Parameter Information:
Signal Info	WVL:220 nm

Chromatogram Data:
Time (min)	Step (s)	Value (mAU)
1.190000	0.2	7.899606
1.193333	0.2	7.908869
1.196667	0.2	7.921329
1.200000	0.2	7.937419
1.203333	0.2	7.958396
1.206667	0.2	7.986217
1.210000	0.2	8.023471
1.213333	0.2	8.073199
1.216667	0.2	8.138343
1.220000	0.2	8.221183
1.223333	0.2	8.323321
1.226667	0.2	8.446334
1.230000	0.2	8.592269
1.233333	0.2	8.762983
1.236667	0.2	8.958870
1.240000	0.2	9.178376
1.243333	0.2	9.418365
1.246667	0.2	9.674409
1.250000	0.2	9.940823
1.253333	0.2	10.211026
1.256667	0.2	10.478216
1.260000	0.2	10.736233
1.263333	0.2	10.980444
1.266667	0.2	11.207535
1.270000	0.2	11.414550
1.273333	0.2	11.598921
1.276667	0.2	11.759038
1.280000	0.2	11.894274
1.283333	0.2	12.004686
1.286667	0.2	12.090745
1.290000	0.2	12.153127
1.293333	0.2	12.192333
1.296667	0.2	12.208354
1.300000	0.2	12.200966
1.303333	0.2	12.169752
1.306667	0.2	12.113201
1.310000	0.2	12.028641
1.313333	0.2	11.913856
1.316667	0.2	11.768490
1.320000	0.2	11.593828
1.323333	0.2	11.391702
1.326667	0.2	11.163904
1.330000	0.2	10.912779
1.333333	0.2	10.642073
1.336667	0.2	10.356900
1.340000	0.2	10.062856
1.343333	0.2	9.764987
1.346667	0.2	9.467642
1.350000	0.2	9.175200
1.353333	0.2	8.892520
1.356667	0.2	8.624922
1.360000	0.2	8.378008
1.363333	0.2	8.157191
1.366667	0.2	7.967185
1.370000	0.2	7.811650
1.373333	0.2	7.692922
1.376667	0.2	7.611798
1.380000	0.2	7.567168
1.383333	0.2	7.556018
1.386667	0.2	7.574466
1.390000	0.2	7.618542
1.393333	0.2	7.684088
1.396667	0.2	7.766713
1.400000	0.2	7.861594
1.403333	0.2	7.963355
1.406667	0.2	8.066646
1.410000	0.2	8.166546
1.413333	0.2	8.258441
1.416667	0.2	8.338231
1.420000	0.2	8.402489
1.423333	0.2	8.448326
1.426667	0.2	8.473654
1.430000	0.2	8.477437
1.433333	0.2	8.459507
1.436667	0.2	8.420571
1.440000	0.2	8.362156
1.443333	0.2	8.286026
1.446667	0.2	8.193789
1.450000	0.2	8.087008
1.453333	0.2	7.967240
1.456667	0.2	7.836099
1.460000	0.2	7.695567
1.463333	0.2	7.547899
1.466667	0.2	7.394970
1.470000	0.2	7.237761
1.473333	0.2	7.076571
1.476667	0.2	6.911883
1.480000	0.2	6.745000
1.483333	0.2	6.577960
1.486667	0.2	6.412957
1.490000	0.2	6.251555
1.493333	0.2	6.094422
1.496667	0.2	5.941807
1.500000	0.2	5.793969
1.503333	0.2	5.651338
1.506667	0.2	5.514773
1.510000	0.2	5.385677
1.513333	0.2	5.265592
1.516667	0.2	5.155409
1.520000	0.2	5.054895
1.523333	0.2	4.962987
1.526667	0.2	4.878416
1.530000	0.2	4.800190
1.533333	0.2	4.727694
1.536667	0.2	4.660589
1.540000	0.2	4.598844
1.543333	0.2	4.542602
1.546667	0.2	4.491680
1.550000	0.2	4.445389
1.553333	0.2	4.402876
1.556667	0.2	4.363076
1.560000	0.2	4.324661
1.563333	0.2	4.286741
1.566667	0.2	4.249482
1.570000	0.2	4.213712
1.573333	0.2	4.179756
1.576667	0.2	4.146919
1.580000	0.2	4.114337
1.583333	0.2	4.081806
1.586667	0.2	4.049723
1.590000	0.2	4.018837
1.593333	0.2	3.990062
1.596667	0.2	3.963859
1.600000	0.2	3.939920
1.603333	0.2	3.917937
1.606667	0.2	3.898223
1.610000	0.2	3.881384
1.613333	0.2	3.867772
1.616667	0.2	3.857413
1.620000	0.2	3.850408
1.623333	0.2	3.847072
1.626667	0.2	3.847602
1.630000	0.2	3.851911
1.633333	0.2	3.859773
1.636667	0.2	3.871003
1.640000	0.2	3.885479
1.643333	0.2	3.902962
1.646667	0.2	3.922911
1.650000	0.2	3.944528
1.653333	0.2	3.967110
1.656667	0.2	3.990276
1.660000	0.2	4.013557
1.663333	0.2	4.035739
1.666667	0.2	4.055148
1.670000	0.2	4.070909
1.673333	0.2	4.083460
1.676667	0.2	4.093658
1.680000	0.2	4.101913
1.683333	0.2	4.108218
1.686667	0.2	4.112706
1.690000	0.2	4.116065
1.693333	0.2	4.119343
1.696667	0.2	4.123419
1.700000	0.2	4.128558
1.703333	0.2	4.134419
