File Path	chrom://thermoelectronn/ChromeleonLocal/Visitors/Micah/2019 experiment/2019_1_31_samples.seq/136.smp/UV_VIS_1.channel/UV_VIS_1.chm
Channel	UV_VIS_1

Injection Information:
Data Vault	ChromeleonLocal
Injection	1039.3
Injection Number	208
Position	BA11
Comment	
Processing Method	Micah Cardenolides
Instrument Method	Cardenolide_test_equilibrate_charles
Type	Unknown
Status	Finished
Injection Date	3/20/2019
Injection Time	7:01:48 PM
Injection Volume (µl)	2.000
Dilution Factor	1.0000
Weight	1.0000

Chromatogram Data Information:
Time Min. (min)	0.000000
Time Max. (min)	25.003333
Data Points	7502
Detector	UV
Generating Data System	Chromeleon 7.2.4.8525
Exporting Data System	Chromeleon 7.2.4.0
Operator	Instrument Controller
Signal Quantity	Absorbance
Signal Unit	mAU
Signal Min.	-0.007206
Signal Max.	839.627359
Channel	UV_VIS_1
Driver Name	DAD3000.dll
Channel Type	Evaluation
Min. Step (s)	0.2
Max. Step (s)	0.2
Average Step (s)	0.2

Signal Parameter Information:
Signal Info	WVL:220 nm

Chromatogram Data:
Time (min)	Step (s)	Value (mAU)
1.630000	0.2	3.966056
1.633333	0.2	3.972857
1.636667	0.2	3.976857
1.640000	0.2	3.977738
1.643333	0.2	3.975830
1.646667	0.2	3.971704
1.650000	0.2	3.965813
1.653333	0.2	3.958290
1.656667	0.2	3.948861
1.660000	0.2	3.937048
1.663333	0.2	3.922519
1.666667	0.2	3.905161
1.670000	0.2	3.885300
1.673333	0.2	3.863842
1.676667	0.2	3.841777
1.680000	0.2	3.820110
1.683333	0.2	3.800431
1.686667	0.2	3.785048
1.690000	0.2	3.776529
1.693333	0.2	3.777166
1.696667	0.2	3.788735
1.700000	0.2	3.812680
1.703333	0.2	3.850411
1.706667	0.2	3.903210
1.710000	0.2	3.971690
1.713333	0.2	4.055541
1.716667	0.2	4.153712
1.720000	0.2	4.264354
1.723333	0.2	4.384398
1.726667	0.2	4.509584
1.730000	0.2	4.635667
1.733333	0.2	4.759321
1.736667	0.2	4.877416
1.740000	0.2	4.986190
1.743333	0.2	5.081552
1.746667	0.2	5.159857
1.750000	0.2	5.218377
1.753333	0.2	5.255297
1.756667	0.2	5.269553
1.760000	0.2	5.260650
1.763333	0.2	5.228673
1.766667	0.2	5.174659
1.770000	0.2	5.100664
1.773333	0.2	5.009343
1.776667	0.2	4.903675
1.780000	0.2	4.786721
1.783333	0.2	4.661133
1.786667	0.2	4.529171
1.790000	0.2	4.393374
1.793333	0.2	4.256721
1.796667	0.2	4.122000
1.800000	0.2	3.991267
1.803333	0.2	3.865949
1.806667	0.2	3.747274
1.810000	0.2	3.636489
1.813333	0.2	3.534689
1.816667	0.2	3.442345
1.820000	0.2	3.359186
1.823333	0.2	3.284814
1.826667	0.2	3.219019
1.830000	0.2	3.161384
1.833333	0.2	3.111026
1.836667	0.2	3.067059
1.840000	0.2	3.029348
1.843333	0.2	2.998363
1.846667	0.2	2.973956
1.850000	0.2	2.954980
1.853333	0.2	2.940232
1.856667	0.2	2.928929
1.860000	0.2	2.920352
1.863333	0.2	2.913666
1.866667	0.2	2.908157
1.870000	0.2	2.903426
1.873333	0.2	2.899128
1.876667	0.2	2.894639
1.880000	0.2	2.889145
1.883333	0.2	2.881935
1.886667	0.2	2.872718
1.890000	0.2	2.861853
1.893333	0.2	2.850002
1.896667	0.2	2.837420
1.900000	0.2	2.823906
1.903333	0.2	2.809702
1.906667	0.2	2.795955
1.910000	0.2	2.783870
1.913333	0.2	2.773974
1.916667	0.2	2.766457
1.920000	0.2	2.761728
1.923333	0.2	2.760555
1.926667	0.2	2.763893
1.930000	0.2	2.772812
1.933333	0.2	2.788653
1.936667	0.2	2.813113
1.940000	0.2	2.848076
1.943333	0.2	2.895285
1.946667	0.2	2.956187
1.950000	0.2	3.031862
1.953333	0.2	3.122964
1.956667	0.2	3.229990
1.960000	0.2	3.353557
1.963333	0.2	3.494086
1.966667	0.2	3.651295
1.970000	0.2	3.824143
1.973333	0.2	4.011181
1.976667	0.2	4.210837
1.980000	0.2	4.421285
1.983333	0.2	4.640095
1.986667	0.2	4.864198
1.990000	0.2	5.090078
1.993333	0.2	5.313993
1.996667	0.2	5.532280
2.000000	0.2	5.741606
2.003333	0.2	5.938945
2.006667	0.2	6.121469
2.010000	0.2	6.286452
2.013333	0.2	6.431166
2.016667	0.2	6.553038
2.020000	0.2	6.649898
2.023333	0.2	6.720080
2.026667	0.2	6.762727
2.030000	0.2	6.777874
2.033333	0.2	6.766163
2.036667	0.2	6.728932
2.040000	0.2	6.668222
2.043333	0.2	6.586166
2.046667	0.2	6.484515
2.050000	0.2	6.364780
2.053333	0.2	6.228565
2.056667	0.2	6.077919
2.060000	0.2	5.915601
2.063333	0.2	5.744742
2.066667	0.2	5.568345
2.070000	0.2	5.389334
2.073333	0.2	5.210676
2.076667	0.2	5.035565
2.080000	0.2	4.867664
2.083333	0.2	4.710573
2.086667	0.2	4.567171
2.090000	0.2	4.439949
2.093333	0.2	4.331620
2.096667	0.2	4.245257
2.100000	0.2	4.184132
2.103333	0.2	4.151610
2.106667	0.2	4.151103
2.110000	0.2	4.186098
2.113333	0.2	4.260299
2.116667	0.2	4.377438
2.120000	0.2	4.541021
2.123333	0.2	4.754636
2.126667	0.2	5.021970
2.130000	0.2	5.346226
2.133333	0.2	5.729407
2.136667	0.2	6.171618
2.140000	0.2	6.671200
2.143333	0.2	7.225401
2.146667	0.2	7.830437
2.150000	0.2	8.481483
2.153333	0.2	9.172993
2.156667	0.2	9.898584
2.160000	0.2	10.650603
2.163333	0.2	11.420209
2.166667	0.2	12.197961
2.170000	0.2	12.974051
2.173333	0.2	13.738044
2.176667	0.2	14.478934
2.180000	0.2	15.185799
2.183333	0.2	15.848717
2.186667	0.2	16.459446
2.190000	0.2	17.011078
2.193333	0.2	17.496984
2.196667	0.2	17.910582
2.200000	0.2	18.246266
2.203333	0.2	18.500184
2.206667	0.2	18.670259
2.210000	0.2	18.755955
2.213333	0.2	18.758108
2.216667	0.2	18.678889
2.220000	0.2	18.521763
2.223333	0.2	18.291172
2.226667	0.2	17.991956
2.230000	0.2	17.629070
2.233333	0.2	17.208114
2.236667	0.2	16.735903
2.240000	0.2	16.220037
2.243333	0.2	15.668123
2.246667	0.2	15.087649
2.250000	0.2	14.486157
2.253333	0.2	13.870969
2.256667	0.2	13.248590
2.260000	0.2	12.624509
2.263333	0.2	12.003603
2.266667	0.2	11.390405
2.270000	0.2	10.788856
2.273333	0.2	10.202242
2.276667	0.2	9.633617
2.280000	0.2	9.085963
2.283333	0.2	8.561707
2.286667	0.2	8.062372
2.290000	0.2	7.588916
2.293333	0.2	7.142135
2.296667	0.2	6.722589
2.300000	0.2	6.330342
2.303333	0.2	5.964739
2.306667	0.2	5.624429
2.310000	0.2	5.307771
